repo,pr,driver_preference,risk_class,outcome_class,state,age_or_delta_hours,title,head_ref,created_at,merged_at
xenota-collective/xenota,327,claude,xsm_control_plane,merged,MERGED,9.84,xc-23ub: replace width<40 sidebar heuristic with @agent_ui_role marker,claude/xc-23ub-sidebar-role-marker,2026-04-28T14:12:02Z,2026-04-29T00:02:40Z
xenota-collective/xenota,328,gemini,xsm_control_plane,open_stale,OPEN,105.74,xc-pdjo: Update xenon pointer for XSM lint baseline,gemini/xc-pdjo-xsm-lint-baseline,2026-04-28T14:15:49Z,
xenota-collective/xenota,329,codex,unclassified,open_stale,OPEN,105.74,xc-l1hr: update xenon pointer for ANSI status parsing,codex/xc-l1hr-ansi-status-parsing,2026-04-28T14:15:50Z,
xenota-collective/xenota,330,codex,xsm_control_plane,open_stale,OPEN,105.24,xc-iq2py: update xenon pointer for supervisor RCA role,codex/xc-iq2py-supervisor-pane-rca,2026-04-28T14:45:51Z,
xenota-collective/xenota,331,codex,unclassified,merged,MERGED,1.2,xc-gwxl4: update xenon pointer for Codex template reset fix,codex/xc-gwxl4-codex-template-pollution,2026-04-28T14:54:21Z,2026-04-28T16:06:06Z
xenota-collective/xenota,332,claude,xsm_control_plane,merged,MERGED,1.14,xc-9kbx: bump xenon for role lane self-resume,claude/xc-9kbx-role-self-resume,2026-04-28T14:55:45Z,2026-04-28T16:03:58Z
xenota-collective/xenota,333,codex,unclassified,merged,MERGED,1.09,xc-gwxl4: update xenon delivery verification,codex/xc-gwxl4-codex-enter-positive-verification,2026-04-28T15:03:08Z,2026-04-28T16:08:24Z
xenota-collective/xenota,334,codex,xsm_control_plane,merged,MERGED,2.04,xc-mb5r: bump xenon for bd-ready dispatch,codex/xc-mb5r-claim-ready-before-reset,2026-04-28T15:43:38Z,2026-04-28T17:46:00Z
xenota-collective/xenota,335,codex,unclassified,merged,MERGED,1.87,xc-oxuov: update xenon for Gemini reroute,codex/xc-oxuov-gemini-quota-reroute,2026-04-28T16:05:42Z,2026-04-28T17:57:49Z
xenota-collective/xenota,336,codex,unclassified,merged,MERGED,7.75,xc-g0vrq/xc-oxl01: update xenon pointer,codex/xc-g0vrq-intervention-ledger,2026-04-28T16:14:30Z,2026-04-28T23:59:42Z
xenota-collective/xenota,337,codex,landing_protocol,merged,MERGED,0.43,xc-ofo2c: point to Codex blocker fix,codex/xc-ofo2c-codex-blocker-summary,2026-04-28T16:28:17Z,2026-04-28T16:53:55Z
xenota-collective/xenota,338,claude,unclassified,merged,MERGED,0.43,xc-2q593: bump xenon for pr scan repo path resolution,claude/xc-2q593-pr-scan-repo-path,2026-04-28T16:30:30Z,2026-04-28T16:56:18Z
xenota-collective/xenota,339,claude,unclassified,merged,MERGED,6.63,xc-xq5rt: resolve live xenota repo root from worktree-local manage-swarm skill copies,claude/xc-xq5rt-manage-swarm-repo-root,2026-04-28T17:12:15Z,2026-04-28T23:50:17Z
xenota-collective/xenota,340,codex,unclassified,merged,MERGED,0.64,xc-zy9s5: refresh xenon Gemini delivery pointer,codex/xc-zy9s5-gemini-idle-send,2026-04-28T17:16:08Z,2026-04-28T17:54:19Z
xenota-collective/xenota,341,claude,xsm_control_plane,merged,MERGED,6.34,xc-fqskk: harden manage-swarm restart helpers for worktree closeout,claude/xc-fqskk-restart-helpers,2026-04-28T17:34:36Z,2026-04-28T23:55:05Z
xenota-collective/xenota,342,codex,xsm_control_plane,merged,MERGED,1.4,xc-kt9ug: point xenon at restart recovery pane fix,codex/xc-kt9ug-restart-recovery-pane-ids,2026-04-28T17:47:57Z,2026-04-28T19:11:48Z
xenota-collective/xenota,343,codex,unclassified,open_stale,OPEN,102.15,xc-iojlw: update xenon poisoned-session pointer,codex/xc-iojlw-gemini-poisoned-session,2026-04-28T17:51:08Z,
xenota-collective/xenota,344,claude,landing_protocol,open_stale,OPEN,101.77,xc-xs8t: bump xenon pointer for parse_verdict id-drop,claude/xc-xs8t-drop-llm-supplied-ids,2026-04-28T18:13:40Z,
xenota-collective/xenota,345,codex,xsm_control_plane,merged,MERGED,76.84,xc-jbuo2: advance workmux recovery,worker-codex-2/xc-jbuo2-gemini-workmux-disconnect,2026-04-28T18:19:53Z,2026-05-01T23:10:28Z
xenota-collective/xenota,346,codex,landing_protocol,merged,MERGED,7.56,xc-pwt1h: point xenon at landing pane fix,codex/xc-pwt1h-landing-pane-resolution,2026-04-28T18:31:10Z,2026-04-29T02:04:31Z
xenota-collective/xenota,347,codex,unclassified,open_stale,OPEN,101.26,xc-id4g: point xenon at shared status regex,codex/xc-id4g-status-regex,2026-04-28T18:44:31Z,
xenota-collective/xenota,348,codex,xsm_control_plane,open_stale,OPEN,101.17,xc-eech: point xenon at dispatch status allowlist,codex/xc-eech-find-available-allowlist,2026-04-28T18:49:35Z,
xenota-collective/xenota,349,codex,unclassified,open_stale,OPEN,101.11,xc-eb9s: point xenon at status near-miss logging,codex/xc-eb9s-status-near-miss-log,2026-04-28T18:53:21Z,
xenota-collective/xenota,350,codex,unclassified,open_stale,OPEN,101.03,xc-g9j2: point xenon at structured blocked bypass,codex/xc-g9j2-structured-blocked-bypass,2026-04-28T18:58:23Z,
xenota-collective/xenota,351,codex,xsm_control_plane,open_stale,OPEN,100.81,xc-dhdq: point xenon at worker metadata realignment,codex/xc-dhdq-worker-metadata-realign,2026-04-28T19:11:39Z,
xenota-collective/xenota,352,gemini,unclassified,open_stale,OPEN,100.73,xc-pui0l: handle Gemini Shell awaiting input,gemini/xc-pui0l-gemini-shell-input,2026-04-28T19:16:17Z,
xenota-collective/xenota,353,codex,xsm_control_plane,open_stale,OPEN,100.36,xc-7pdez: guard Gemini clear assignment targets,codex/xc-7pdez-clear-assign-gemini-stale-pane,2026-04-28T19:38:33Z,
xenota-collective/xenota,354,claude,landing_protocol,open_stale,OPEN,100.0,xc-zo3s: bump xenon for handoff intervention rip,claude/xc-zo3s-rip-unused-handoff-tracker,2026-04-28T20:00:10Z,
xenota-collective/xenota,355,codex,xsm_control_plane,open_stale,OPEN,99.94,xc-f63k: update lifecycle hook scope pointers,codex/xc-f63k-lifecycle-hook-scope,2026-04-28T20:03:24Z,
xenota-collective/xenota,356,codex,xsm_control_plane,open_stale,OPEN,99.71,xc-7r33: update xenon for worker hook alignment fix,codex/xc-7r33-hook-alignment,2026-04-28T20:17:17Z,
xenota-collective/xenota,357,codex,xsm_control_plane,open_stale,OPEN,99.61,xc-avjd: point xenon at crew lane validation contract,codex/xc-avjd-lane-validation-contract,2026-04-28T20:23:23Z,
xenota-collective/xenota,358,codex,unclassified,open_stale,OPEN,99.51,xc-x7wm: point xenon at invalid assignment latch fix,codex/xc-x7wm-invalid-assignment-latch,2026-04-28T20:29:39Z,
xenota-collective/xenota,359,codex,cheap_eligible,open_stale,OPEN,99.42,xc-pcvk: point handbook at staged pipeline docs,codex/xc-pcvk-staged-pipeline-docs,2026-04-28T20:34:58Z,
xenota-collective/xenota,360,gemini,unclassified,open_stale,OPEN,99.28,xc-pqp5: update xenon for authoritative changed_paths,gemini/xc-pqp5-authoritative-changed-paths,2026-04-28T20:43:01Z,
xenota-collective/xenota,361,codex,landing_protocol,open_stale,OPEN,99.15,Point at emergency hotfix SLA breach patrol,codex/xc-qf84-hotfix-sla-patrol,2026-04-28T20:51:07Z,
xenota-collective/xenota,362,codex,landing_protocol,open_stale,OPEN,99.05,Point at XSM lint gate cleanup,codex/xc-wtkmz-xsm-lint-format,2026-04-28T20:57:18Z,
xenota-collective/xenota,363,codex,landing_protocol,open_stale,OPEN,98.96,Point at QA handoff parse fix,codex/xc-loao-qa-json-parse,2026-04-28T21:02:10Z,
xenota-collective/xenota,364,codex,landing_protocol,open_stale,OPEN,98.83,Update xenon pointer for QA verdict path containment,codex/xc-0xhe-qa-verdict-path-bound,2026-04-28T21:10:10Z,
xenota-collective/xenota,365,codex,xsm_control_plane,open_stale,OPEN,98.75,xc-gic3: bump xenon for actuator prep recovery,codex/xc-53up-actuator-prep-rollback,2026-04-28T21:15:11Z,
xenota-collective/xenota,366,codex,xsm_control_plane,open_stale,OPEN,98.66,Update xenon pointer for named tmux buffers,codex/xc-ksso-named-tmux-buffer,2026-04-28T21:20:27Z,
xenota-collective/xenota,367,claude,xsm_control_plane,merged,MERGED,1.61,xc-l573l + xc-3c5on: bump xenon for tmux fallback when workmux loses agent,claude/xc-l573l-tmux-fallback-duplicate-windows,2026-04-28T22:08:51Z,2026-04-28T23:45:18Z
xenota-collective/xenota,369,claude,xsm_control_plane,merged,MERGED,1.2,xc-gl4fx: bump xenon for safe stale bd lock recovery,claude/xc-gl4fx-stale-bd-lock-recovery,2026-04-28T22:26:10Z,2026-04-28T23:38:12Z
xenota-collective/xenota,370,claude,xsm_control_plane,merged,MERGED,1.07,xc-nqkd: bump xenon for pool-fill assignee bias + counters + notifications,claude/xc-nqkd-pool-fill-on-release-v2,2026-04-28T23:40:33Z,2026-04-29T00:44:41Z
xenota-collective/xenota,371,codex,xsm_control_plane,merged,MERGED,2.51,xc-kls60: point xenon at stream recovery,codex/xc-kls60-codex-stream-recovery,2026-04-28T23:48:53Z,2026-04-29T02:19:42Z
xenota-collective/xenota,372,codex,landing_protocol,merged,MERGED,2.13,xc-aui5z: point xenon at PR conflict nudges,codex/xc-aui5z-pr-conflict-nudge,2026-04-29T00:04:35Z,2026-04-29T02:12:21Z
xenota-collective/xenota,373,codex,unclassified,open_stale,OPEN,95.83,xc-9kjq.2: point xenon at objective patrol loop,codex/xc-9kjq.2-objective-patrol,2026-04-29T00:10:08Z,
xenota-collective/xenota,374,codex,routing_evidence,open_stale,OPEN,95.76,xc-9kjq.3: point xenon at objective evaluator,codex/xc-9kjq.3-objective-evaluator,2026-04-29T00:14:09Z,
xenota-collective/xenota,375,codex,unclassified,merged,MERGED,0.9,xc-zmpda.4: Fast-track severity policy and skill update,codex/xc-zmpda.4-fast-track-docs,2026-04-29T00:16:36Z,2026-04-29T01:10:24Z
xenota-collective/xenota,376,codex,unclassified,merged,MERGED,1.46,xc-s16b0: document bd dolt push command,codex/xc-s16b0-bd-sync-guard,2026-04-29T00:21:48Z,2026-04-29T01:49:11Z
xenota-collective/xenota,377,codex,landing_protocol,open_stale,OPEN,95.16,xc-k1xkp: Require QA verdict artifacts before landing-lane handoff,codex/xc-k1xkp-qa-verdict-requirement,2026-04-29T00:50:33Z,
xenota-collective/xenota,378,claude,xsm_control_plane,merged,MERGED,0.43,xc-zmpda.1: bump xenon for fast-track dispatcher preemption,claude/xc-zmpda.1-fast-track-dispatch,2026-04-29T00:51:05Z,2026-04-29T01:16:54Z
xenota-collective/xenota,379,codex,landing_protocol,merged,MERGED,0.13,xc-zmpda.3: add XSM post-merge restart path,codex/xc-zmpda.3-xsm-auto-restart,2026-04-29T00:52:36Z,2026-04-29T01:00:31Z
xenota-collective/xenota,380,claude,landing_protocol,merged,MERGED,0.0,xc-fpam4: bump xenon for landing-pivot patrol policy,claude/xc-fpam4-landing-pivot,2026-04-29T00:59:00Z,2026-04-29T00:59:07Z
xenota-collective/xenota,381,codex,unclassified,merged,MERGED,0.27,xc-ln1n2: fix rearm timer target resolution,codex/xc-ln1n2-rearm-timer-target,2026-04-29T01:06:11Z,2026-04-29T01:22:12Z
xenota-collective/xenota,382,gemini,landing_protocol,merged,MERGED,0.07,xc-zmpda: Fast-track severity (dispatcher + auto-restart + docs),gemini/xc-zmpda-landing,2026-04-29T01:15:38Z,2026-04-29T01:20:04Z
xenota-collective/xenota,383,claude,landing_protocol,merged,MERGED,0.1,xc-zmpda.2: add fast-track precedence to supervisor + landing standing_orders + skills,claude/xc-zmpda.2-fast-track-precedence,2026-04-29T01:18:02Z,2026-04-29T01:24:17Z
xenota-collective/xenota,385,codex,unclassified,merged,MERGED,0.15,xc-ebzwa: fix unblock-swarm skill frontmatter,codex/xc-ebzwa-unblock-swarm-yaml,2026-04-29T01:40:53Z,2026-04-29T01:49:42Z
xenota-collective/xenota,386,claude,xsm_control_plane,merged,MERGED,0.0,xc-y8w8: bump xenon for skill injection + swarm-improver role,claude/xc-y8w8-skill-injection-pointer,2026-04-29T02:01:12Z,2026-04-29T02:01:19Z
xenota-collective/xenota,387,gemini,xsm_control_plane,open_stale,OPEN,93.95,xc-w87n: Fail closed on duplicate tmux pane resolution,gemini/xc-qrxmr-fail-closed-pane-resolution,2026-04-29T02:02:50Z,
xenota-collective/xenota,388,gemini,unclassified,merged,MERGED,0.12,xc-fccu3: Remove hardcoded earthshot session from rearm_timer.sh,gemini/xc-fccu3-remove-hardcoded-session,2026-04-29T02:07:10Z,2026-04-29T02:14:27Z
xenota-collective/xenota,389,gemini,xsm_control_plane,merged,MERGED,0.12,xc-z3ytk: update xenon pointer for Gemini corruption fix,gemini/xc-z3ytk-corrupted-state-respawn,2026-04-29T02:09:47Z,2026-04-29T02:16:57Z
xenota-collective/xenota,390,codex,xsm_control_plane,merged,MERGED,0.0,xc-a3bst: bump xenon for prime control roles on respawn,codex/xc-a3bst-pointer,2026-04-29T02:09:52Z,2026-04-29T02:09:59Z
xenota-collective/xenota,391,codex,routing_evidence,open_stale,OPEN,93.39,xc-tx49i: bound swarm-improver patrol evidence,codex/xc-tx49i-bound-improver-evidence,2026-04-29T02:36:44Z,
xenota-collective/xenota,392,codex,unclassified,open_recent,OPEN,25.24,xc-u3ai: bump xenon for Gemini capacity fix,codex/xc-u3ai-gemini-capacity-classification,2026-05-01T22:45:25Z,
xenota-collective/xenota,393,codex,cheap_eligible,open_recent,OPEN,25.11,xc-3oi3: bump xenon for Codex update prompts,codex/xc-3oi3-codex-update-prompts,2026-05-01T22:53:27Z,
xenota-collective/xenota,394,claude,xsm_control_plane,open_recent,OPEN,24.59,xc-r6r8: bump xenon pointer + anchor send_worker_message helper cwd,claude/xc-r6r8-workmux-cwd-anchor,2026-05-01T23:24:29Z,
xenota-collective/xenota,395,codex,xsm_control_plane,open_recent,OPEN,24.45,xc-5v6o: update xenon window hygiene fix,codex/xc-5v6o-window-hygiene,2026-05-01T23:33:10Z,
xenota-collective/xenota,396,codex,xsm_control_plane,open_recent,OPEN,24.4,xc-gic3: point xenon at actuator prep recovery,codex/xc-gic3-actuator-prep-recovery,2026-05-01T23:35:43Z,
xenota-collective/xenota,397,claude,xsm_control_plane,open_recent,OPEN,24.4,xc-w87n: bump xenon for fail-closed duplicate pane resolution,claude/xc-w87n-fail-closed-duplicate-pane,2026-05-01T23:35:46Z,
xenota-collective/xenota,398,codex,unclassified,open_recent,OPEN,24.28,xc-qxym: update xenon ghost assignment fix,codex/xc-qxym-clear-ghost-assignments,2026-05-01T23:43:07Z,
xenota-collective/xenota,399,codex,landing_protocol,open_recent,OPEN,24.22,xc-47sl: point xenon at permission gate recovery,codex/xc-47sl-idle-permission-redispatch,2026-05-01T23:46:36Z,
xenota-collective/xenota,400,gemini,unclassified,open_recent,OPEN,24.18,xc-2qrv: Stop synthetic backlog IDs from triggering repeated bd_backend_blocked events,gemini/xc-2qrv-synthetic-backlog-ids,2026-05-01T23:49:18Z,
xenota-collective/xenota,401,claude,unclassified,open_recent,OPEN,24.15,xc-9y39: bump xenon for status-tuple equals fix,claude/xc-9y39-status-tuple-equals,2026-05-01T23:50:49Z,
xenota-collective/xenota,402,claude,landing_protocol,open_recent,OPEN,24.12,xc-z5qk: bump xenon for parse_verdict id-drop,claude/xc-z5qk-drop-llm-supplied-ids,2026-05-01T23:53:00Z,
xenota-collective/xenota,403,xsm-internal,unclassified,open_recent,OPEN,24.1,xc-qxym: bump xenon for missing-branch-bead drift fix,starshot/xc-qxym-clear-missing-branch-bead-drift,2026-05-01T23:53:56Z,
xenota-collective/xenota,404,codex,landing_protocol,open_recent,OPEN,24.1,xc-4x9i: point xenon at landing PR pressure,codex/xc-4x9i-landing-pressure,2026-05-01T23:54:09Z,
xenota-collective/xenota,405,codex,xsm_control_plane,open_recent,OPEN,24.03,xc-t3bo: point xenon at wrangler patrol role,codex/xc-t3bo-wrangler-patrol,2026-05-01T23:58:25Z,
xenota-collective/xenota,406,gemini,xsm_control_plane,open_recent,OPEN,24.0,xc-elpe: update xenon for tag-based routing,gemini/xc-elpe-tag-role-routing,2026-05-02T00:00:06Z,
